"fare_amount","pickup_longitude","pickup_latitude","dropoff_longitude","dropoff_latitude","passenger_count","year","month","day","dayofweek","hour","timeofday","dist"
16,-74.001327,40.736817,-73.973482,40.752545,5,2014,1,4,7,22,"Night",2.92595825468372
8.9,-74.005772,40.750769,-74.000056,40.729351,2,2010,9,2,5,21,"Night",2.42977407685109
4.9,-73.985714,40.747282,-73.984935,40.736505,1,2011,7,7,5,18,"Night",1.2001435013614
7,-73.99372,40.72912,-73.98206,40.74186,1,2014,12,21,1,4,"Morning",1.72394173021246
18.5,-73.8624,40.7689,-73.8094,40.7,1,2011,11,20,1,12,"Mid-Day",8.86779477012694
14.5,-73.965465,40.767805,-73.962747,40.810428,1,2011,6,13,2,10,"Mid-Day",4.74498194736565
5.7,-73.962473,40.79481,-73.949548,40.785213,1,2011,11,2,4,23,"Night",1.52406439800084
3.7,-73.962254,40.763042,-73.965986,40.768028,1,2012,5,12,7,8,"Morning",0.637309962650359
4.5,-73.96862,40.820277,-73.972068,40.820792,1,2012,6,25,2,19,"Night",0.295739428989931
5.3,-74.015013,40.716457,-74.007707,40.714757,1,2012,5,23,4,8,"Morning",0.644118749984709
13,-73.991577,40.749967,-73.969532,40.75761,1,2013,2,15,6,8,"Morning",2.04214874685003
4.1,-73.990337,40.757461,-73.982659,40.766616,2,2009,1,16,6,9,"Mid-Day",1.20601354552694
33.7,-73.951365,40.778902,-73.981415,40.653092,5,2009,10,25,1,16,"Evening",14.216836803407
11.7,-73.995918,40.724848,-73.962048,40.773885,1,2010,4,21,4,22,"Night",6.15402391735413
5.5,-73.98695,40.738817,-73.998841,40.743722,1,2012,11,30,6,9,"Mid-Day",1.14064585191595
6.5,-73.980534,40.748189,-73.978777,40.762102,1,2012,12,29,7,10,"Mid-Day",1.55411754099862
6.5,-73.983636,40.760233,-73.980664,40.774069,1,2010,5,6,5,7,"Morning",1.55871911122322
8.5,-73.97738,40.74669,-73.95422,40.77023,1,2014,12,2,3,6,"Morning",3.26445177148879
14.5,-73.984455,40.759038,-74.011728,40.707793,2,2010,7,31,7,22,"Night",6.14410348045052
5.7,-73.980532,40.767601,-73.973108,40.761589,1,2009,7,17,6,15,"Evening",0.915327169308674
4.9,-73.982615,40.747988,-73.988617,40.753137,1,2011,6,3,6,9,"Mid-Day",0.763822520574805
6.1,-73.995392,40.731718,-74.007266,40.742627,1,2009,5,3,1,16,"Evening",1.57235051834941
6.9,-73.973703,40.763542,-73.984253,40.758603,5,2009,10,29,5,11,"Mid-Day",1.04457839537396
17.3,-73.924372,40.876747,-74.00852,40.744212,1,2012,2,9,5,23,"Night",16.3505250361144
5.7,-73.99769,40.725711,-73.98879,40.721923,1,2009,12,29,3,22,"Night",0.860189844189417
8.1,-73.97075,40.748777,-73.982657,40.760712,5,2012,7,31,3,7,"Morning",1.6634660631341
5,-73.982428,40.777447,-73.974442,40.788507,5,2012,9,7,6,11,"Mid-Day",1.40162407762839
18,-73.975217,40.763605,-74.003655,40.718256,1,2013,5,30,5,19,"Night",5.58281196181299
11,-73.99095917,40.74554443,-73.97544861,40.74973679,1,2015,2,25,4,14,"Evening",1.38728415551838
12.5,-73.9809494,40.78453064,-73.9781723,40.76078796,1,2015,3,12,5,19,"Night",2.65040275158182
63,-73.991938,40.755204,-74.17716,40.691129,1,2009,10,8,5,16,"Evening",17.1581153375625
22.27,-73.885363,40.773163,-73.94402,40.81716,1,2009,12,5,7,15,"Evening",6.95093236963186
77.7,-73.978178,40.762394,-74.183238,40.688004,2,2009,5,13,4,14,"Evening",19.1579261991145
4.5,-73.999,40.739003,-73.996877,40.743675,1,2012,5,16,4,20,"Night",0.549430328256388
19.5,-74.0167923,40.70806122,-73.98612213,40.73994827,6,2015,2,20,6,9,"Mid-Day",4.38769993447752
6.9,-73.991145,40.750418,-73.97314,40.738358,1,2010,2,19,6,7,"Morning",2.02461334134827
5.3,-73.957315,40.765455,-73.952493,40.771862,1,2010,9,12,1,19,"Night",0.82003081296766
9.5,-73.957392,40.770547,-73.974647,40.753902,6,2013,1,23,4,17,"Evening",2.35319762310566
13,-73.9803772,40.75101471,-73.9546051,40.77059174,1,2015,3,26,5,12,"Mid-Day",3.07414133146231
9.7,-73.987087,40.733416,-73.95311,40.779894,3,2010,11,28,1,3,"Morning",5.90758908572768
12,-73.966978,40.756473,-73.995583,40.723384,1,2012,12,13,5,23,"Night",4.39834532128129
11,-73.98187,40.766362,-73.984505,40.74993,1,2013,2,7,5,11,"Mid-Day",1.84058472577074
7.5,-73.922877,40.826708,-73.982631,40.755905,1,2013,6,22,7,16,"Evening",9.34280112422614
12,-73.976375,40.775722,-73.961468,40.773977,1,2014,5,20,3,11,"Mid-Day",1.27016552724752
7.5,-74.00437927,40.74776459,-73.99390411,40.73276901,1,2015,5,14,5,2,"Night",1.88658121044796
6.1,-73.987673,40.747967,-73.975615,40.749118,1,2009,1,16,6,14,"Evening",1.0237879537491
14.1,-73.990825,40.750827,-74.016338,40.705426,1,2009,9,12,7,10,"Mid-Day",5.48705966690979
8,-73.99057007,40.73992157,-74.00255585,40.72375488,4,2015,6,17,4,12,"Mid-Day",2.0619192501081
21.7,-73.952285,40.781298,-73.957885,40.7196,5,2009,3,25,4,1,"Night",6.87670332703418
6.1,-74.001018,40.741762,-74.008108,40.747958,1,2010,5,7,6,14,"Evening",0.911825349142479
8.1,-73.972688,40.764083,-73.945132,40.792662,1,2010,7,22,5,2,"Night",3.93474863596838
10,-73.974007,40.764087,-73.960025,40.778947,2,2014,7,9,4,22,"Night",2.02894407040885
8.9,-73.957081,40.777972,-73.966521,40.803216,1,2010,2,26,6,17,"Evening",2.91733574032976
7.3,-73.9858,40.757373,-73.998737,40.744615,1,2011,1,4,3,19,"Night",1.78887655425277
5,-73.975605,40.789477,-73.96869,40.791217,1,2013,12,27,6,11,"Mid-Day",0.61345772894123
5.7,-73.988818,40.734603,-73.997853,40.746072,1,2010,4,23,6,0,"Night",1.48519180151846
10.5,-74.006325,40.74046,-73.982718,40.762585,1,2010,9,16,5,9,"Mid-Day",3.16335901191314
13.5,-73.9777298,40.74874878,-73.95336151,40.76477814,2,2015,2,23,2,9,"Mid-Day",2.71839972551354
39.5,-73.86351013,40.76887512,-73.98150635,40.66290665,1,2015,6,21,1,20,"Night",15.418868519296
5.3,-73.97929,40.747428,-73.984884,40.732455,1,2012,6,5,3,7,"Morning",1.73034193472517
8.5,-74.004053,40.75084,-73.988133,40.764195,1,2012,12,14,6,22,"Night",2.0008204351531
15,-73.966478,40.770378,-74.003915,40.737442,1,2013,8,9,6,19,"Night",4.83286141210354
8.1,-73.949347,40.776913,-73.965958,40.790022,1,2009,1,25,1,21,"Night",2.0200825563348
8.5,-73.999648,40.733635,-73.973597,40.739015,1,2012,7,19,5,20,"Night",2.27498313707177
8.5,-73.989408,40.756947,-73.965353,40.75837,1,2009,8,10,2,13,"Mid-Day",2.0322660399025
7.7,-73.99355,40.721562,-73.981928,40.74056,4,2011,5,21,7,20,"Night",2.32842806260709
8.5,-73.9746601,40.765162,-73.9819172,40.7591305,1,2012,7,15,1,3,"Morning",0.907400530560183
14,-73.980777,40.780097,-73.984122,40.74028,6,2012,9,23,1,22,"Night",4.4364029973167
4,-73.966922,40.794033,-73.966875,40.788713,1,2014,3,26,4,21,"Night",0.591570241982569
10.5,-73.994097,40.726542,-74.008277,40.736212,1,2014,4,13,1,0,"Night",1.60741075842091
10.1,-73.982052,40.765572,-74.003045,40.744185,1,2009,11,1,1,0,"Night",2.96348544602027
6.5,-73.973074,40.749034,-73.992336,40.742821,1,2010,11,2,3,6,"Morning",1.76362388360195
13.3,-73.986067,40.760657,-73.991298,40.732477,2,2011,2,19,7,18,"Night",3.16430750094526
11.3,-73.988659,40.759078,-73.977361,40.74922,1,2012,6,29,6,19,"Night",1.45162400263503
9,-74.010487,40.717452,-73.99718,40.736795,5,2014,7,25,6,11,"Mid-Day",2.42559558514826
10,-73.96529388,40.80026245,-73.94230652,40.82244492,2,2015,2,14,7,18,"Night",3.13475879861314
6.9,-73.953096,40.776819,-73.970976,40.751115,1,2010,4,8,5,8,"Morning",3.23057651253209
2.5,-74.006678,40.732995,-74.006653,40.73298,1,2010,8,3,3,8,"Morning",0.00268685686067495
12,-73.962403,40.773097,-73.98735,40.738645,1,2013,12,30,2,8,"Morning",4.36933584450508
6.9,-73.974788,40.718718,-73.987253,40.732422,5,2010,7,8,5,8,"Morning",1.85077359804501
4.5,-73.953008,40.772065,-73.953837,40.779657,1,2011,12,16,6,14,"Evening",0.84707305506115
8.5,-73.951864,40.773581,-73.975862,40.780457,1,2012,5,22,3,18,"Night",2.1605170679946
13,-73.954926,40.76554,-73.942248,40.794871,1,2013,7,26,6,10,"Mid-Day",3.43170749803852
6.5,-74.012363,40.71617,-74.177023,40.695168,5,2010,9,15,4,18,"Night",14.074859389694
6.9,-73.980413,40.760078,-73.978827,40.740542,1,2012,5,8,3,3,"Morning",2.17640850251594
8.5,-73.969957,40.752948,-73.981418,40.729043,1,2013,2,26,3,22,"Night",2.828057570551
4.5,-73.987939,40.733564,-73.980185,40.74383,1,2013,4,21,1,10,"Mid-Day",1.31524482555359
9.7,-74.005336,40.725758,-73.984891,40.758479,2,2011,1,2,1,11,"Mid-Day",4.02552006847895
11.5,-73.97824,40.734267,-73.994787,40.72059,3,2014,1,29,4,19,"Night",2.06326957749072
4.5,-73.989106,40.742099,-73.98529,40.739059,1,2012,6,28,5,21,"Night",0.466503279569991
5.7,-73.961126,40.760719,-73.954932,40.778331,1,2012,3,2,6,19,"Night",2.02664103715744
5.5,-74.006758,40.735738,-74.005592,40.725648,2,2013,2,8,6,0,"Night",1.12625041989761
13.5,-73.99037,40.75152,-74.00126,40.71887,1,2014,7,10,5,11,"Mid-Day",3.7446670280069
6.1,-73.984292,40.745788,-73.965783,40.761225,1,2009,10,9,6,3,"Morning",2.31886154549576
29.8,-73.968955,40.754355,-73.8706,40.773777,1,2012,12,28,6,13,"Mid-Day",8.56031227930437
4.1,-73.98129,40.768965,-73.983443,40.762247,3,2009,10,9,6,17,"Evening",0.76869848401035
11,-73.985734,40.740714,-74.008188,40.737906,2,2012,9,10,2,20,"Night",1.91736421709157
5.7,-73.982239,40.768839,-73.988964,40.777184,1,2010,2,20,7,20,"Night",1.08707619417096
8.5,-73.973498,40.748975,-73.98316,40.750357,1,2010,9,17,6,17,"Evening",0.828285791956347
7.7,-73.975355,40.749093,-73.983279,40.758726,1,2011,10,19,4,19,"Night",1.26207857854362
10.1,-73.923775,40.752462,-73.870848,40.751975,1,2009,2,1,1,2,"Night",4.45861200602282
4.9,-73.97596,40.780878,-73.988637,40.776907,1,2009,6,14,1,14,"Evening",1.15513710539775
12.5,-73.985163,40.722744,-74.00646,40.740516,1,2012,11,17,7,14,"Evening",2.66934828440586
2.5,-73.97654,40.758937,-73.976529,40.758999,1,2012,8,21,3,14,"Evening",0.00695606145379575
7.5,-73.99563,40.764582,-74.001862,40.752427,1,2013,9,25,4,11,"Mid-Day",1.44992186646283
13.7,-74.004373,40.741528,-73.957277,40.712005,5,2011,6,10,6,0,"Night",5.15042199655641
7.7,-73.993855,40.75147,-73.97483,40.762067,1,2011,6,18,7,9,"Mid-Day",1.98905093127713
10.5,-74.002035,40.732565,-73.96688,40.753397,1,2012,8,4,7,1,"Night",3.75996045246189
8,-73.974682,40.754619,-73.998282,40.761073,1,2013,4,11,5,23,"Night",2.11334915428727
5.3,-73.989241,40.758275,-73.976464,40.763451,1,2009,10,8,5,21,"Night",1.22036773162555
4.1,-73.986682,40.747803,-73.986713,40.740623,1,2011,9,25,1,3,"Morning",0.798383844687131
57.33,-73.77681,40.64588,-73.987897,40.75618,1,2014,11,8,7,6,"Morning",21.6117854408488
6.1,-73.967773,40.7604,-73.951612,40.772675,2,2009,5,18,2,8,"Morning",1.92753222327465
10.1,-73.980058,40.734989,-73.947838,40.778888,1,2009,10,17,7,9,"Mid-Day",5.58502411626179
16.9,-74.001629,40.735748,-73.960188,40.715578,1,2009,12,23,4,10,"Mid-Day",4.15034109893386
8.5,-73.983632,40.75741,-73.980382,40.750027,1,2012,4,27,6,21,"Night",0.86539289905484
3.3,-73.982697,40.745483,-73.976868,40.74346,1,2009,1,16,6,19,"Night",0.540131229285721
31.85,-73.870722,40.773769,-73.981969,40.766405,2,2009,3,28,7,10,"Mid-Day",9.40404133353671
5.3,-73.979108,40.749978,-73.990651,40.744148,1,2009,9,27,1,9,"Mid-Day",1.16867510311282
8.1,-73.98924,40.757373,-73.971504,40.754605,1,2009,10,9,6,22,"Night",1.52527680751398
4.9,-73.973207,40.753192,-73.96205,40.767663,3,2010,1,22,6,20,"Night",1.86339048693569
5.7,-73.973163,40.755803,-73.872052,40.774455,1,2010,9,18,7,10,"Mid-Day",8.76432133377525
5.3,-73.973628,40.743967,-73.98563,40.748727,1,2012,4,23,2,21,"Night",1.14123330033699
4,-73.98204,40.746276,-73.981412,40.741059,1,2013,4,3,4,21,"Night",0.582511484154132
10,-73.953255,40.788517,-73.9622,40.810757,1,2013,5,16,5,15,"Evening",2.58505817332522
5.3,-73.994292,40.726735,-73.979767,40.73977,5,2009,5,19,3,22,"Night",1.89701319792795
9.7,-73.981893,40.732407,-73.971867,40.766484,1,2011,1,5,4,9,"Mid-Day",3.88217173258474
20,-73.95994,40.713927,-74.002982,40.749417,1,2013,4,23,3,20,"Night",5.35972212542222
18.1,-73.931122,40.765922,-74.00033,40.735428,1,2009,1,11,1,11,"Mid-Day",6.74421418392201
5.7,-74.011642,40.703365,-74.015817,40.715302,2,2010,1,15,6,11,"Mid-Day",1.37319081021112
7.3,-73.998548,40.745103,-73.992882,40.756037,1,2010,9,18,7,19,"Night",1.30613302841782
14.5,-73.982197,40.778226,-73.988514,40.722773,1,2011,5,6,6,0,"Night",6.18901036105116
4.5,-73.9755,40.7608,-73.9902,40.76,3,2011,7,22,6,5,"Morning",1.24128741830005
5.3,-73.984365,40.780024,-73.979118,40.79112,1,2012,2,2,5,14,"Evening",1.31051835211939
9.5,-73.966407,40.794682,-73.982262,40.771405,1,2013,2,21,5,8,"Morning",2.9122545245541
6.5,-73.94573,40.78016,-73.953139,40.767789,1,2014,5,23,6,17,"Evening",1.51046115414878
69.7,-73.7767,40.6454,-73.9059,40.9218,1,2011,8,13,7,17,"Evening",32.6025346282481
6,-73.977307,40.752055,-73.986892,40.747875,1,2013,4,21,1,4,"Morning",0.931640689962074
5,-73.969977,40.753152,-73.965054,40.755289,2,2013,11,14,5,17,"Evening",0.477932779199171
5.7,-73.999393,40.727137,-73.997013,40.715757,5,2011,6,3,6,2,"Night",1.28119534386168
16.5,-73.992778,40.748644,-73.989299,40.716612,1,2014,1,31,6,21,"Night",3.57383828412629
11.7,-73.99672,40.715,-73.97865,40.758548,2,2009,8,22,7,14,"Evening",5.07601733782296
6.9,-73.987318,40.749637,-73.990658,40.761384,3,2011,7,18,2,8,"Morning",1.33615961733531
9,-73.989832,40.7192,-73.98285,40.722932,1,2013,3,3,1,18,"Night",0.720016659700167
11.7,-74.008966,40.713265,-73.970928,40.763419,1,2010,2,22,2,6,"Morning",6.43211601682196
5.5,-74.002575,40.739582,-73.99033,40.737861,1,2013,10,3,5,15,"Evening",1.04926019742262
57.33,-73.78412628,40.64862061,-73.98455811,40.75736618,2,2015,3,1,1,16,"Evening",20.7769695416157
7.3,-74.000075,40.732817,-73.99034,40.75648,5,2010,12,5,1,15,"Evening",2.75605412984081
8,-73.96778,40.75616,-73.986997,40.732334,1,2014,11,9,1,20,"Night",3.10481639173125
7.3,-73.996148,40.763962,-73.99165,40.749508,1,2009,6,23,3,18,"Night",1.65126153057337
31.47,-73.874493,40.773967,-73.978487,40.761473,1,2010,6,21,2,18,"Night",8.86735318561977
5.5,-73.99073,40.740322,-73.999582,40.7474,5,2013,7,30,3,19,"Night",1.08422954853609
16.9,-74.003015,40.70639,-73.987447,40.750138,2,2010,4,16,6,16,"Evening",5.03833459678841
4.5,-73.987355,40.719787,-73.98108,40.729477,5,2010,11,28,1,2,"Night",1.20024196004871
12.5,-73.87451,40.774062,-73.911017,40.747177,5,2014,2,10,2,22,"Night",4.28848818437345
18.5,-73.98766327,40.71967316,-73.92060852,40.74509811,2,2015,4,5,1,1,"Night",6.31785391770368
4.9,-73.984428,40.768933,-73.986558,40.759308,1,2010,8,20,6,19,"Night",1.08518083567346
15.3,-73.998147,40.756505,-73.92028,40.740053,1,2011,1,30,1,7,"Morning",6.80980383920774
9.7,-73.981414,40.752969,-73.993083,40.723108,1,2011,4,3,1,0,"Night",3.4628847519775
28,-73.863312,40.769981,-73.987464,40.720107,1,2012,9,24,2,15,"Evening",11.8383370022816
6.5,-73.968767,40.76161,-73.954992,40.777367,1,2014,3,18,3,21,"Night",2.10131342573263
3.3,-73.960274,40.773106,-73.965761,40.769447,1,2009,2,23,2,6,"Morning",0.615661205430694
10.9,-73.902808,40.741573,-73.924423,40.727398,1,2009,3,6,6,7,"Morning",2.4085671577978
9.7,-73.975769,40.786741,-73.960099,40.771025,1,2009,6,10,4,11,"Mid-Day",2.18969856626014
6.9,-73.961572,40.774626,-73.963858,40.761687,1,2009,10,23,6,11,"Mid-Day",1.45157381968959
15.7,-73.99954,40.722055,-73.948715,40.77818,4,2011,10,8,7,17,"Evening",7.56820924583467
7,-73.976386,40.751291,-73.984016,40.742628,1,2013,10,18,6,12,"Mid-Day",1.15803831860486
5.3,-73.99167,40.750637,-73.977183,40.75556,5,2009,2,25,4,7,"Morning",1.33744850349208
6,-74.00016,40.721497,-73.991368,40.72992,3,2013,4,27,7,13,"Mid-Day",1.19420322994614
12.5,-73.950313,40.777283,-73.979447,40.745348,1,2013,1,7,2,12,"Mid-Day",4.31631569630572
16.9,-73.992375,40.724465,-73.973274,40.764162,2,2010,10,23,7,13,"Mid-Day",4.69826618616955
12.5,-73.9748,40.7422,-74.0079,40.7033,1,2011,11,14,2,17,"Evening",5.14689709956725
9.7,-73.993468,40.752362,-73.96642,40.755857,1,2009,5,31,1,14,"Evening",2.31121948487306
12.1,-73.977937,40.773658,-73.98201,40.73747,1,2009,8,17,2,17,"Evening",4.03852020184609
9,-73.97058,40.79657,-73.98213,40.769917,1,2013,5,3,6,21,"Night",3.11914388757072
5,-73.99069,40.756245,-73.988522,40.765772,5,2012,10,30,3,12,"Mid-Day",1.07497557436273
14.9,-73.980473,40.688017,-73.98778,40.738547,1,2012,1,12,5,8,"Morning",5.65233113398448
5.7,-73.967707,40.755869,-73.981508,40.741366,2,2012,2,18,7,23,"Night",1.98803283482636
29.3,-73.957448,40.765964,-73.871506,40.77425,1,2012,3,2,6,16,"Evening",7.29575125461902
12.5,-74.004592,40.730432,-73.968505,40.764997,6,2012,4,12,5,22,"Night",4.90036722814162
12.1,-73.98869,40.731208,-73.974022,40.778568,1,2010,12,17,6,2,"Night",5.40918135389238
15.3,-74.016223,40.704995,-73.989155,40.774445,1,2011,3,31,5,22,"Night",8.05217038408213
4.5,-73.97824,40.741602,-73.98802,40.73217,1,2011,10,25,3,18,"Night",1.33377070649386
5.7,-73.965398,40.762703,-73.961298,40.777621,1,2012,2,16,5,22,"Night",1.69435752419748
10.1,-73.983117,40.755867,-73.98284,40.777048,1,2012,4,21,7,10,"Mid-Day",2.35533526789646
12.5,-73.950445,40.771236,-73.976012,40.762607,1,2013,5,1,4,9,"Mid-Day",2.35726383590959
8.9,-74.005588,40.745818,-73.970953,40.762417,1,2010,5,1,7,10,"Mid-Day",3.45221832402942
5.7,-74.00369,40.732437,-74.002638,40.722362,1,2010,12,6,2,17,"Evening",1.12379074001874
10,-73.956721,40.767537,-73.952655,40.790788,1,2013,8,6,3,16,"Evening",2.60796239272169
14,-73.994373,40.74344,-74.010912,40.716182,1,2013,9,7,7,22,"Night",3.33599405428719
5.3,-73.990438,40.728948,-73.97865,40.744887,3,2010,7,2,6,19,"Night",2.03164768101025
8.1,-74.007998,40.740391,-73.982101,40.740757,2,2011,6,18,7,1,"Night",2.18218423654833
6.5,-73.995872,40.73088,-74.006052,40.723272,1,2014,11,8,7,8,"Morning",1.20479993457028
6.5,-73.95402,40.77887,-73.96269,40.76981,2,2014,12,6,7,14,"Evening",1.24415049438478
26.1,-73.885141,40.772833,-73.988813,40.722401,1,2010,10,8,6,18,"Night",10.3787748726009
7.7,-73.949411,40.77685,-73.976299,40.785867,1,2010,2,19,6,18,"Night",2.47599834770599
11,-73.985652,40.727847,-74.00496,40.746477,1,2013,4,2,3,13,"Mid-Day",2.63396003244553
7.3,-74.008272,40.71451,-73.996838,40.735762,4,2009,3,30,2,16,"Evening",2.551999435598
4.5,-73.998082,40.682678,-73.991008,40.68868,1,2012,4,17,3,18,"Night",0.895092177017598
5.5,-73.976427,40.785527,-73.968197,40.799225,5,2012,10,26,6,17,"Evening",1.67331881411739
4.1,-73.974505,40.752595,-73.977627,40.745204,1,2010,9,26,1,15,"Evening",0.862895906307335
9.7,-74.003165,40.749008,-73.971333,40.759922,1,2012,3,23,6,18,"Night",2.94312045909709
5.5,-73.972995,40.793317,-73.973818,40.784337,1,2013,6,22,7,13,"Mid-Day",1.00093142241236
18.1,-73.963395,40.75681,-74.015573,40.716048,1,2010,1,27,4,15,"Evening",6.31432388950755
5.3,-73.985612,40.747648,-73.98071,40.750475,2,2011,2,10,5,14,"Evening",0.518972121199709
4.5,-73.981017,40.782421,-73.982339,40.771547,1,2014,3,1,7,20,"Night",1.21424689822918
4.5,-74.00039,40.747727,-73.99327,40.73619,1,2013,1,8,3,9,"Mid-Day",1.41616751538451
4.5,-73.977067,40.753147,-73.968822,40.756982,3,2013,7,18,5,23,"Night",0.814955940466851
3.3,-73.975488,40.752702,-73.978885,40.748658,1,2010,8,27,6,18,"Night",0.53299889514508
11.3,-74.00049,40.718272,-73.95683,40.68722,1,2012,1,30,2,2,"Night",5.04652986077659
6,-73.990245,40.757205,-73.98446,40.769242,1,2013,1,1,3,18,"Night",1.42437252104786
5.5,-73.98419189,40.74339294,-73.99133301,40.7317276,2,2015,1,17,7,12,"Mid-Day",1.42987215449079
6.1,-73.958713,40.78077,-73.951824,40.769601,1,2009,5,27,4,7,"Morning",1.37073392144146
8.5,-73.98214,40.779031,-73.968814,40.764488,1,2009,10,14,4,12,"Mid-Day",1.96833063873626
6,-73.942395,40.822327,-73.952607,40.810867,1,2013,12,30,2,16,"Evening",1.53699110768661
8,-74.0065155,40.73252106,-74.00505066,40.72324753,1,2015,1,16,6,9,"Mid-Day",1.03853107365491
30.04,-73.87272644,40.77425003,-73.94859314,40.77561951,1,2015,5,15,6,16,"Evening",6.39022964391652
6.9,-73.989065,40.726842,-74.00525,40.735983,1,2009,1,4,1,16,"Evening",1.70087783353855
4.5,-73.9935,40.7331,-73.986,40.7408,1,2011,12,2,6,6,"Morning",1.06413492606158
4,-73.996787,40.757827,-73.99214,40.764222,1,2013,3,27,4,8,"Morning",0.811686125371295
8.5,-73.988897,40.692324,-73.996921,40.711841,1,2013,4,1,2,19,"Night",2.27316032711016
13,-73.956798,40.770817,-73.98673,40.729978,1,2014,4,19,7,19,"Night",5.1941161226758
6,-73.98555,40.731676,-73.996897,40.723875,1,2014,6,6,6,6,"Morning",1.29100016846417
8.9,-73.978837,40.741052,-74.00613,40.739708,1,2011,8,14,1,11,"Mid-Day",2.30427480301632
13,-73.954062,40.773051,-73.969639,40.762872,1,2013,9,18,4,14,"Evening",1.73261080475109
8,-73.98217,40.774772,-73.973428,40.764502,1,2014,5,21,4,13,"Mid-Day",1.3587012816559
5.3,-73.97039,40.796985,-73.977939,40.788201,1,2010,5,14,6,16,"Evening",1.16527874659725
10.5,-73.971337,40.787192,-73.975045,40.763457,6,2013,2,19,3,18,"Night",2.65761685872986
5.7,-73.964838,40.775438,-73.981493,40.771032,1,2009,10,3,7,16,"Evening",1.48559269276417
27.7,-73.986302,40.75335,-73.872875,40.774302,2,2011,9,26,2,6,"Morning",9.83279526290696
11.7,-73.96427,40.760482,-73.99247,40.743345,1,2009,5,14,5,11,"Mid-Day",3.04528468893675
32.33,-73.874522,40.774069,-73.989123,40.735819,1,2013,10,10,5,19,"Night",10.5484395105657
36.33,-73.9261539738998,40.7511924206479,-73.9135099850726,40.7663113332071,2,2014,9,19,6,18,"Night",1.99007162939424
5.7,-73.971698,40.757997,-73.974172,40.748693,1,2010,1,6,4,13,"Mid-Day",1.05533737820741
12,-73.99331,40.727827,-73.968655,40.751432,1,2012,10,11,5,12,"Mid-Day",3.34725120206802
8,-73.963276,40.758081,-73.979473,40.765511,1,2013,8,26,2,8,"Morning",1.59482853139654
6.1,-73.989966,40.756234,-73.97824,40.753165,1,2011,3,8,3,9,"Mid-Day",1.04498962523825
21.5,-73.984572,40.742097,-73.960657,40.715095,1,2013,1,17,5,17,"Evening",3.61606004781549
5.3,-73.97563,40.755157,-73.9672,40.764022,1,2011,10,26,4,20,"Night",1.21483162929577
5.7,-73.974742,40.754373,-73.989775,40.741727,1,2011,4,13,4,12,"Mid-Day",1.89236082310063
4.9,-73.956143,40.769636,-73.961507,40.767591,1,2012,3,21,4,11,"Mid-Day",0.505728545682805
53.3,-74.005345,40.740448,-73.817578,40.739767,1,2012,6,23,7,2,"Night",15.8195317565554
5.7,-73.969415,40.7659,-73.982465,40.75278,1,2012,8,15,4,6,"Morning",1.82659235247695
8,-74.000812,40.742165,-73.986787,40.765061,1,2013,2,5,3,22,"Night",2.8066576556482
5,-73.99747,40.721825,-73.98993,40.734385,1,2014,2,9,1,13,"Mid-Day",1.53433884264135
16.1,-74.00721,40.711753,-73.985648,40.755347,3,2010,5,12,4,13,"Mid-Day",5.17670424869212
4.5,-73.997867,40.735873,-73.988485,40.731712,2,2011,8,7,1,14,"Evening",0.915956974634465
25.7,-73.916597,40.780328,-74.004585,40.706938,1,2010,10,28,5,7,"Morning",11.0245979978221
7.5,-74.00525,40.753788,-74.008574,40.747216,1,2012,11,30,6,10,"Mid-Day",0.782579652221199
13,-74.006525,40.73243,-73.979795,40.748655,6,2012,12,18,3,12,"Mid-Day",2.88554174647926
4.9,-73.989004,40.730487,-73.991177,40.719543,1,2009,10,12,2,22,"Night",1.23061746548367
10.1,-73.953157,40.776161,-73.974595,40.732986,1,2009,11,11,4,21,"Night",5.12921348851676
10,-73.973136,40.755566,-73.988324,40.725927,1,2012,10,10,4,20,"Night",3.53539162624744
5.5,-73.98892,40.736752,-73.982005,40.746692,1,2013,2,17,1,16,"Evening",1.24941225605056
4.5,-73.99727,40.741721,-74.004173,40.731487,1,2014,5,4,1,5,"Morning",1.27798309143049
11.7,-73.919443,40.743452,-73.965388,40.768607,1,2010,7,17,7,7,"Morning",4.77495713689759
4.5,-73.952782,40.786653,-73.953843,40.779,5,2011,12,13,3,5,"Morning",0.855650759740404
10.9,-74.004604,40.721383,-73.986586,40.761687,1,2012,6,13,4,20,"Night",4.73170282354667
8,-73.963338,40.76917,-73.983525,40.779445,6,2013,7,10,4,15,"Evening",2.04815918198748
7.5,-73.98088,40.759517,-73.981703,40.758667,2,2013,7,22,2,16,"Evening",0.117210001810392
7.7,-73.953884,40.766286,-73.963693,40.754545,1,2011,1,30,1,15,"Evening",1.54498087111475
10.5,-73.983075,40.744927,-73.988198,40.765642,1,2011,10,12,4,19,"Night",2.34347372725891
6.5,-73.992151,40.753948,-73.978087,40.752223,1,2013,8,28,4,21,"Night",1.20008744142095
7.3,-73.954745,40.763804,-73.977825,40.773533,1,2009,3,18,4,11,"Mid-Day",2.22443499208957
9.7,-73.961168,40.80168,-73.982102,40.769473,1,2010,10,30,7,14,"Evening",3.99145692073025
4.1,-73.982112,40.721073,-73.99224,40.725313,2,2012,2,15,4,11,"Mid-Day",0.975060515002872
5,-73.976952,40.743387,-73.984407,40.733167,1,2012,9,30,1,13,"Mid-Day",1.29843855137616
