fare_amount,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,H_Distance,Year,Month,Date,Day of Week,Hour
6.9,-74.002178,40.751328,-74.006167,40.751962,1.0,0.34333034472394214,2010,7,19,0,17
12.1,-73.993063,40.692842999999996,-73.958718,40.712773,1.0,3.645992624793023,2009,11,14,5,22
4.9,-73.963268,40.758515,-73.97325699999999,40.758907,1.0,0.8424653443268983,2009,11,28,5,11
5.7,-73.98145600000001,40.773773999999996,-73.962087,40.770509000000004,2.0,1.6709673641207716,2010,9,5,6,18
5.3,-73.978137,40.757831,-73.990629,40.740238,1.0,2.221323194263927,2011,3,5,5,8
10.9,-73.98396600000001,40.721346999999994,-73.959959,40.762514,1.0,5.004468582026014,2011,11,7,0,23
4.9,-73.986363,40.751528,-73.96984499999999,40.750363,1.0,1.39743054659667,2012,6,26,1,4
6.5,-73.98216500000001,40.778627,-73.989561,40.77133,1.0,1.0228463302554693,2013,4,24,2,20
8.5,-73.956412,40.775582,-73.973096,40.757674,1.0,2.4370881440117036,2011,5,13,4,8
13.5,-73.990305,40.731712,-73.96560500000001,40.766032,1.0,4.346580759795667,2014,4,3,3,19
10.0,-73.97329712,40.76404953,-73.98420715,40.73827362,1.0,3.009885245073255,2015,5,6,2,20
3.7,-73.949263,40.788623,-73.95479,40.780188,3.0,1.0470203486422949,2009,12,31,3,19
9.3,-73.952088,40.773059,-73.976864,40.743659,1.0,3.8783969563193414,2010,1,28,3,6
9.3,-74.003762,40.748293,-73.99216899999999,40.726546,1.0,2.607971777992804,2011,3,2,2,18
12.5,-73.966103,40.805027,-73.980818,40.766391999999996,1.0,4.471084280121769,2013,4,16,1,17
3.7,-73.986603,40.729811,-73.98746899999999,40.735858,1.0,0.6763433993614705,2009,8,24,0,22
37.87,-73.963211,40.765837,-73.861522,40.768225,1.0,8.567936034562722,2010,2,12,4,17
6.5,-73.992915,40.741917,-73.984063,40.75612,1.0,1.7464914810401972,2010,7,26,0,18
20.9,-73.995987,40.767286999999996,-73.963227,40.716718,1.0,6.263834764881126,2011,12,11,6,4
14.5,-73.994445,40.750945,-73.970027,40.801424,1.0,5.977742525544532,2012,3,20,1,12
8.5,-73.994443,40.73489,-73.96778499999999,40.754514,1.0,3.1312995461947937,2012,3,26,0,21
5.7,-73.99253,40.743814,-73.999725,40.730875,1.0,1.5612454428430524,2009,8,25,1,22
6.9,-74.003786,40.722182000000004,-73.984442,40.728618,1.0,1.7802671447963432,2010,4,29,3,21
9.3,-74.005868,40.717307,-73.98476,40.742461999999996,5.0,3.3147105217725175,2011,5,4,2,9
11.5,-73.977453,40.749403,-74.003527,40.747617,1.0,2.2054144746160684,2014,5,13,1,10
9.3,-73.9498,40.772183,-73.968743,40.754168,1.0,2.5608580068623468,2010,2,19,4,9
57.33,-73.982349,40.773725,-73.776785,40.645139,1.0,22.464441308834235,2014,3,13,3,20
23.7,-73.844472,40.721396,-73.790328,40.643789,1.0,9.762825535181692,2009,8,28,4,14
8.5,-73.98191800000001,40.728305,-73.994054,40.720576,1.0,1.3358603918836076,2012,12,10,0,14
25.85,-73.87309499999999,40.774023,-73.989655,40.756237,1.0,10.013716158353388,2009,3,30,0,20
9.5,-73.983547,40.743075,-73.993113,40.749852000000004,1.0,1.1033001959052589,2013,3,17,6,14
12.0,-73.98642731,40.73299026,-73.98642731,40.73299026,2.0,6.089743589743589,2015,5,13,2,0
23.7,-73.95640999999999,40.771482,-73.904667,40.885355,1.0,13.38962863793754,2011,1,9,6,3
13.5,-73.9638,40.808399,-73.967334,40.766405999999996,1.0,4.678877941309679,2009,2,25,2,18
8.1,-73.997551,40.741595000000004,-74.000805,40.718606,1.0,2.5709232687184227,2009,3,24,1,15
8.9,-73.966492,40.75758,-73.9825,40.723405,2.0,4.0323138395110485,2009,6,28,6,23
3.7,-73.995426,40.759840000000004,-73.98950500000001,40.767679,1.0,1.004218142038822,2010,4,4,6,12
4.9,-73.9842326,40.7550977,-73.9828859,40.7549154,1.0,0.1152309242247973,2011,1,20,3,10
12.0,-73.972015,40.76548,-73.990055,40.744908,3.0,2.746200587460741,2013,6,25,1,19
6.5,-73.986897,40.756586,-74.00302099999999,40.739155,1.0,2.3667938643719904,2009,3,28,5,13
8.9,-73.986083,40.772268,-73.986083,40.772268,5.0,4.102564102564103,2011,5,24,1,20
11.3,-74.008659,40.714519,-73.98974100000001,40.747265000000006,1.0,3.974831691585844,2011,5,27,4,10
7.5,-73.99505400000001,40.725112,-73.988917,40.72054,2.0,0.7252065377867145,2013,7,13,5,22
7.0,-73.98485,40.742508,-73.975103,40.755355,1.0,1.6476762335029729,2013,9,18,2,13
11.5,-73.965869,40.688153,-73.933207,40.704989000000005,1.0,3.3296888512594545,2014,1,11,5,14
9.5,-73.985772,40.728621999999994,-74.005225,40.740727,1.0,2.1209035065178554,2014,5,3,5,21
21.5,-73.975841,40.760138,-73.917264,40.819111,1.0,8.204864113048963,2013,12,25,2,2
5.5,-73.99406433,40.73550034,-74.00578308,40.73014069,1.0,1.1533245205020612,2015,1,25,6,10
5.5,-73.98592377,40.74062347,-73.97732544,40.7437973,1.0,0.8057808183337277,2015,5,7,3,12
4.5,-73.9825,40.7274,-73.9792,40.7192,1.0,0.9532644553975296,2011,7,9,5,2
6.9,-73.990697,40.756246999999995,-73.97383,40.758833,1.0,1.4494794244996743,2011,8,12,4,6
12.1,-73.983662,40.721577,-73.972072,40.759190000000004,1.0,4.2948478479017975,2011,12,19,0,9
33.7,-74.01224,40.707384999999995,-73.86464699999999,40.77023,1.0,14.263955781666994,2012,2,1,2,12
7.0,-73.991124,40.734798,-74.000421,40.725122,1.0,1.3309056025138866,2013,2,18,0,12
8.0,-73.95690155,40.80234528,-73.94926453,40.78820419,1.0,1.698763365554664,2015,5,6,2,0
36.1,-73.949598,40.827837,-73.870892,40.774097,1.0,8.921732259981312,2010,2,15,0,4
8.5,-73.9863,40.745892,-73.972083,40.754217,1.0,1.5136600107278138,2011,8,16,1,11
4.5,-73.99738,40.741627,-74.00405699999999,40.733425,3.0,1.0715661375926395,2011,12,3,5,19
3.7,-73.975721,40.740699,-73.97425799999999,40.746579,1.0,0.6653416321092123,2012,6,14,3,11
11.0,-73.988135,40.758928999999995,-73.991726,40.735347999999995,1.0,2.6394800942908385,2012,11,6,1,20
5.5,-73.963595,40.798207,-73.976097,40.785582,6.0,1.7545519614931553,2013,6,13,3,19
8.5,-74.013262,40.716587,-74.007807,40.746867,1.0,3.3982113433256944,2013,12,12,3,9
5.3,-74.01302700000001,40.714422,-74.017767,40.705337,1.0,1.0863411108959877,2010,3,23,1,7
6.9,-73.97978499999999,40.743757,-73.990178,40.75677,5.0,1.6912148030036878,2011,7,31,6,4
6.9,-73.97055999999999,40.751942,-73.98901,40.74139,1.0,1.9474130011703041,2012,8,25,5,16
7.3,-73.962948,40.764074,-73.976127,40.755621000000005,1.0,1.454499857993018,2011,8,4,3,7
8.9,-73.976,40.740572,-74.003683,40.750775,1.0,2.593416219391653,2012,7,6,4,23
21.5,-73.989287,40.721235,-73.972515,40.79249,1.0,8.048147928403065,2012,9,30,6,1
11.3,-73.97563199999999,40.781797999999995,-73.990113,40.740858,1.0,4.7128681560481045,2009,8,1,5,12
6.1,-73.9919,40.738617,-73.99672,40.725567,6.0,1.5068568689676856,2012,8,7,1,13
55.0,-74.001385,40.731203,-73.878863,40.884172,1.0,19.891090286767724,2012,10,13,5,2
34.0,-73.863147,40.769514,-73.984238,40.68593,1.0,13.802107782776151,2013,7,11,3,19
5.7,-73.97590500000001,40.758707,-73.98754,40.758925,4.0,0.9802717535302434,2012,6,9,5,17
5.5,-73.958943,40.777792,-73.959785,40.766992,1.0,1.2029965474759656,2013,12,7,5,0
5.7,-73.950773,40.77065,-73.94844300000001,40.78147,1.0,1.2190211562831468,2009,2,24,1,14
5.3,-73.945109,40.778793,-73.95468199999999,40.765677000000004,1.0,1.6663970268892245,2009,8,29,5,12
11.3,-73.97411,40.693301,-73.987581,40.719863000000004,1.0,3.1643135409877394,2009,11,19,3,0
5.3,-73.99211,40.742553,-73.97700999999999,40.738837,1.0,1.3375843322843497,2010,5,24,0,9
4.9,-73.99550699999999,40.739208000000005,-73.98650500000001,40.751418,1.0,1.555130120223719,2010,8,11,2,12
17.0,-73.988809,40.735158,-73.955515,40.782339,2.0,5.948717732022306,2014,6,4,2,21
9.5,-74.00463867,40.74163818,-73.99333191,40.76220322,1.0,2.477143030920129,2015,5,9,5,21
8.5,-73.97483299999999,40.756832,-73.98125300000001,40.732588,1.0,2.7495283177823295,2010,5,7,4,13
4.5,-73.955703,40.779275,-73.951193,40.772962,1.0,0.7981137543748934,2014,5,28,2,21
10.5,-74.00509,40.722962,-73.980035,40.763357,1.0,4.962957957545596,2010,12,23,3,9
37.0,-73.94283295,40.79019928,-73.94078064,40.67477036,2.0,12.836275154369964,2015,4,23,3,22
4.5,-73.98178101,40.75258255,-73.98789978,40.74324417,1.0,1.159274739312944,2015,2,12,3,8
25.0,-73.90549,40.757212,-73.996243,40.755824,1.0,7.64560339803666,2013,12,31,1,12
6.0,-73.999527,40.721782,-73.999262,40.73393,1.0,1.3509805304145386,2014,12,31,2,12
33.8,-73.972705,40.755173,-73.870995,40.774159999999995,2.0,8.8222413970392,2012,11,12,0,13
7.0,-73.99850464,40.71979523,-73.98688507,40.73322678,2.0,1.7858704089056368,2015,3,29,6,1
20.9,-73.989553,40.735977,-73.984373,40.668278,2.0,7.540439454636702,2009,1,16,4,21
6.5,-73.97393000000001,40.789356,-73.966216,40.807294,1.0,2.0976469947579988,2010,1,29,4,8
13.3,-73.950715,40.779987,-73.98227299999999,40.775062,1.0,2.713106842650915,2010,9,11,5,9
13.5,-74.00227,40.739987,-73.995102,40.760077,2.0,2.314071479065871,2014,7,9,2,13
10.5,-73.981783,40.728324,-73.982208,40.747413,1.0,2.122901961690966,2014,6,26,3,18
13.3,-73.96741800000001,40.756698,-73.96284,40.804312,1.0,5.308448476714201,2011,12,10,5,8
5.3,-73.99329300000001,40.729532,-73.98283,40.722957,2.0,1.1453799012747954,2012,8,19,6,0
10.0,-73.980091,40.745638,-73.97603000000001,40.758758,2.0,1.498445810662723,2014,6,11,2,15
3.3,-74.00137,40.731272,-73.996093,40.738568,5.0,0.9251273093802811,2009,2,11,2,17
15.3,-73.977662,40.787163,-73.97575,40.755862,1.0,3.484234592985069,2010,6,7,0,18
8.1,-73.96793199999999,40.765147,-73.970057,40.784193,1.0,2.125364514200975,2011,5,19,3,18
16.0,-74.006525,40.744527000000005,-73.951898,40.777815000000004,2.0,5.904973642069317,2014,11,24,0,3
11.7,-73.94802,40.776407,-73.99407,40.752244,1.0,4.718059613549498,2009,10,31,5,21
7.3,-74.007552,40.717733,-73.998975,40.744468,1.0,3.0593834329382767,2010,5,19,2,19
6.1,-73.992747,40.742625,-73.978335,40.761745,3.0,2.4482331857643147,2009,10,13,1,21
5.7,-73.99233000000001,40.74964,-73.98505,40.745041,1.0,0.7985101552439461,2010,2,8,0,15
8.1,-73.98599,40.759812,-73.972842,40.755205,3.0,1.2201731668712064,2010,6,25,4,19
6.9,-74.000867,40.727358,-73.979927,40.742988000000004,1.0,2.476570678546483,2011,7,18,0,21
4.5,-73.973007,40.74425,-73.97556800000001,40.75103,1.0,0.7841627373852604,2011,11,9,2,21
4.9,-73.988924,40.736764,-73.984112,40.730395,1.0,0.8160502015425041,2009,2,18,2,14
18.9,-73.999648,40.728468,-73.915692,40.748303,1.0,7.409346334557613,2011,4,26,1,22
6.9,-73.991605,40.750223,-73.97981700000001,40.738302000000004,1.0,1.6562895685412273,2011,12,29,3,20
6.5,-73.987122,40.750547,-73.99381600000001,40.76473,1.0,1.6748334776796625,2013,5,22,2,2
12.1,-73.99269,40.734027000000005,-73.966787,40.761458000000005,1.0,3.7503463888942288,2010,12,9,3,15
31.0,-73.948903,40.828863,-73.920859,40.7415,1.0,9.997142706370406,2013,6,23,6,3
7.0,-73.98772199999999,40.724382,-73.98379,40.73792,1.0,1.5413854961969582,2014,7,14,0,19
11.5,-73.978228,40.729486,-74.00710699999999,40.705438,2.0,3.615817698116676,2009,3,6,4,19
11.7,-73.984202,40.75747,-73.96243299999999,40.778762,3.0,2.994362705051864,2009,7,21,1,11
8.5,-73.98559139,40.748333126,-73.98390508099999,40.75392940700001,1.0,0.6382848634617685,2013,2,16,5,14
19.5,-73.990471,40.751191999999996,-73.95512099999999,40.819809,1.0,8.189784369596047,2014,6,26,3,2
7.0,-73.95907700000001,40.768055,-73.959298,40.759102,1.0,0.9957021566613413,2014,11,14,4,9
4.1,-73.980587,40.748888,-73.98583,40.75365,1.0,0.6895173676594006,2009,12,17,3,8
8.0,-73.999103,40.719155,-73.977497,40.722732,1.0,1.8637636509922098,2014,10,13,0,17
5.0,-73.99347687,40.76226044,-73.98270416,40.77705765,1.0,1.8788995213725015,2015,1,22,3,17
9.7,-73.966542,40.804119,-73.955115,40.783203,2.0,2.51683766538092,2010,10,27,2,18
17.7,-73.994959,40.739909999999995,-73.915999,40.757602,1.0,6.936329825567684,2010,12,19,6,20
14.5,-73.991851,40.738625,-73.937499,40.713888,1.0,5.342594550978247,2012,7,10,1,23
6.5,-73.98565674,40.73826599,-74.00434875,40.74219513,6.0,1.63427921736228,2015,6,25,3,2
10.5,-73.99571,40.721732,-73.968642,40.693132,1.0,3.913974285193408,2011,11,2,2,21
6.9,-74.002277,40.729348,-73.989193,40.746190000000006,2.0,2.17310409208816,2012,2,13,0,9
49.8,-73.979217,40.757913,-73.793049,40.644721000000004,3.0,20.117437054718906,2012,5,18,4,13
7.0,-73.992214,40.748963,-74.005597,40.741122,2.0,1.4252293664742457,2012,9,29,5,11
9.0,-73.979974,40.756728,-74.005769,40.740483000000005,2.0,2.825712083608996,2009,2,18,2,20
13.3,-74.00635,40.721987,-73.980395,40.676538,2.0,5.5070338572518684,2009,8,10,0,21
18.1,-73.951965,40.781625,-74.005162,40.709035,1.0,9.232286714841115,2011,4,18,0,22
8.5,-73.95678199999999,40.766675,-73.972,40.756665000000005,1.0,1.697544940233725,2012,12,23,6,14
52.0,-73.78213501,40.64475632,-74.00525665,40.7325058,1.0,21.192340222254966,2015,3,26,3,18
11.5,-73.96940613,40.76317978,-73.98322296,40.74433136,1.0,2.3973061826846633,2015,5,6,2,18
6.5,-73.958341,40.772719,-73.971289,40.760090000000005,1.0,1.7779359174171758,2010,12,16,3,8
9.3,-74.00964599999999,40.706216,-74.003455,40.735774,1.0,3.3278533986214556,2011,9,25,6,15
8.1,-73.993066,40.739946,-73.973185,40.754853000000004,3.0,2.356374004498726,2011,11,11,4,2
7.3,-73.954902,40.765271999999996,-73.972012,40.753857,2.0,1.9203775780030345,2011,11,15,1,17
10.1,-73.959748,40.779387,-73.990502,40.749255,5.0,4.234917605116873,2010,6,3,3,22
9.3,-73.991215,40.750892,-73.962487,40.770765000000004,1.0,3.2768075916863877,2011,7,21,3,0
10.0,-73.98218,40.775084,-73.96377,40.774569,1.0,1.5512883899724128,2012,10,15,0,15
14.0,-73.959102,40.80935,-73.9751,40.76168,1.0,5.469111852147979,2013,10,11,4,20
25.5,-73.942805,40.836608,-73.985304,40.750368,3.0,10.235097405704787,2014,5,12,0,1
5.7,-73.9882,40.759203,-73.9882,40.759203,1.0,2.0512820512820515,2012,6,19,1,11
8.0,-73.993949,40.732034000000006,-73.975654,40.74926,4.0,2.458587579113674,2012,11,22,3,9
13.5,-74.001859,40.730743,-73.962918,40.757326,1.0,4.415827489810817,2014,3,13,3,18
4.9,-73.97274499999999,40.762446999999995,-73.965648,40.771145000000004,1.0,1.1369467470369055,2009,8,26,2,11
5.7,-73.982704,40.782382,-73.980812,40.770826,1.0,1.2948069252764922,2009,11,5,3,21
5.3,-73.95345999999999,40.766870000000004,-73.946575,40.7808,1.0,1.6538926051524512,2011,5,5,3,22
16.9,-73.950992,40.794352,-73.954237,40.811432,1.0,1.918748979707847,2011,9,23,4,15
8.1,-74.01599499999999,40.779493,-74.017348,40.761216999999995,1.0,2.03539003424639,2009,2,5,3,9
11.0,-73.97362503,40.762320265,-73.970465404,40.772654312,1.0,1.1794995754365294,2013,3,17,6,0
6.1,-73.991507,40.765243,-73.987454,40.756201000000004,1.0,1.0617930508534739,2009,10,14,2,9
9.7,-73.98743499999999,40.762737,-73.968818,40.750561,1.0,2.071709105512675,2011,11,4,4,12
5.0,-73.984398,40.745895000000004,-73.975133,40.757582,1.0,1.515874809689056,2012,9,20,3,7
49.8,-73.781885,40.644855,-73.985984,40.758373,3.0,21.338967892614946,2011,8,8,0,10
4.5,-73.97966,40.748987,-73.977027,40.743082,1.0,0.6930593650938326,2009,10,10,5,17
7.7,-73.988438,40.725768,-74.00455699999999,40.728555,1.0,1.39319279298069,2010,8,21,5,13
4.5,-74.00482099999999,40.712467,-74.002227,40.706859,1.0,0.6608016083165503,2011,7,31,6,14
10.5,-74.005659,40.740157,-73.979035,40.764464000000004,3.0,3.5120826683134823,2013,8,17,5,22
31.5,-73.992336,40.751715999999995,-73.923167,40.834808,1.0,10.921168577073892,2013,4,30,1,9
11.7,-73.96822399999999,40.754568,-73.995719,40.70933,1.0,5.53809871843055,2009,2,16,0,11
38.5,-74.002238,40.740095000000004,-73.88202700000001,40.877547,1.0,18.329187467483735,2009,9,10,3,0
8.1,-73.973698,40.783026,-73.983197,40.76446,1.0,2.2139894705692713,2009,9,11,4,19
10.5,-73.986467,40.74661,-73.981062,40.780435,4.0,3.7886150795739266,2011,4,13,2,6
6.9,-73.982415,40.768438,-73.963955,40.777018,5.0,1.8239124649481702,2012,2,4,5,22
4.1,-73.982637,40.772952000000004,-73.982637,40.772952000000004,1.0,1.0256410256410253,2012,3,15,3,15
8.5,-73.978435,40.744895,-73.993765,40.761482,5.0,2.2514936574853817,2013,10,13,6,2
9.3,-73.991766,40.749946,-73.99415,40.722859,1.0,3.018627220156614,2011,1,20,3,23
6.5,-73.944587,40.783493,-73.96677,40.788968,2.0,1.9643395730386572,2011,5,4,2,23
5.7,-73.99157199999999,40.72726,-73.993125,40.722892,5.0,0.5030216876267386,2012,4,28,5,23
4.9,-73.979765,40.752425,-73.968987,40.769545,1.0,2.109013902962367,2009,9,21,0,7
3.7,-73.9808369,40.7502036,-73.9803472,40.7519378,1.0,0.19719695442269222,2009,9,23,2,11
5.5,-73.943923,40.614803,-73.94534499999999,40.612445,1.0,0.2883661132945445,2012,9,16,6,15
8.5,-73.98228455,40.77334976,-73.95740509,40.76761246,1.0,2.190109958559239,2015,5,27,2,23
31.7,-73.789684,40.643845,-73.843126,40.784658,1.0,16.292678735747593,2009,10,8,3,21
7.3,-73.991856,40.73851,-73.987502,40.721315999999995,1.0,1.9467685035616262,2010,2,24,2,19
11.3,-73.950789,40.723929999999996,-73.953049,40.689629,2.0,3.818851607709962,2010,4,24,5,4
4.5,-73.994752,40.724905,-74.002583,40.723765,1.0,0.671981957003907,2010,7,17,5,22
8.0,-73.96064,40.765845,-73.97601999999999,40.778835,4.0,1.9400338520008507,2013,3,10,6,3
9.3,-73.995954,40.7386,-73.97599,40.745779,1.0,1.8617364139156316,2009,6,30,1,15
10.5,-73.97508499999999,40.755877000000005,-74.001592,40.737425,1.0,3.0324926466154007,2013,5,14,1,20
14.0,-73.985462,40.744785,-73.99985500000001,40.72186,2.0,2.8229158814217357,2014,1,22,2,20
12.5,-73.990447,40.724765000000005,-73.965438,40.679687,5.0,5.437750801519102,2009,10,20,1,20
16.1,-73.97868199999999,40.755815000000005,-74.007953,40.703421999999996,1.0,6.326438640961331,2012,5,21,0,14
6.5,-73.954167,40.78465,-73.960613,40.772628000000005,3.0,1.4427695240604468,2013,1,11,4,13
16.1,-73.988098,40.696294,-73.975625,40.751075,1.0,6.181392127528675,2011,9,27,1,10
28.9,-74.001932,40.74049,-73.98454699999999,40.679715,1.0,6.914916158050226,2011,10,9,6,12
5.0,-73.984707,40.738812,-73.975013,40.741640000000004,2.0,0.8751637665068068,2014,11,4,1,10
7.7,-74.00053199999999,40.742389,-73.97444499999999,40.761111,1.0,3.026980354537385,2011,8,26,4,7
4.5,-73.962515,40.81002,-73.963227,40.805268,1.0,0.5317854446202328,2013,4,25,3,11
9.0,-74.000958,40.739166,-73.993475,40.722004,1.0,2.0097970626701804,2013,12,22,6,17
36.0,-73.86506,40.771395,-73.78384,40.643582,1.0,15.775134682441767,2014,3,28,4,18
8.5,-73.999553,40.733382,-73.987695,40.721568,1.0,1.6504985004433164,2010,5,21,4,16
10.5,-73.986822,40.745197,-73.985562,40.717937,2.0,3.033032435606981,2012,6,10,6,0
16.0,-73.995402,40.7253,-73.982122,40.766475,1.0,4.71315151154341,2012,10,6,5,22
25.5,-73.92078000000001,40.743666999999995,-73.975972,40.754835,1.0,4.81227091928933,2014,7,10,3,9
12.5,-74.007418,40.726296999999995,-73.974796,40.759978000000004,1.0,4.645343178987327,2009,10,18,6,11
14.5,-73.965705,40.805782,-74.00116,40.762045,2.0,5.706391076244133,2013,7,12,4,22
4.0,-73.96400200000001,40.69368,-73.975797,40.693387,1.0,0.9949567446719946,2014,5,12,0,23
15.0,-73.99468994,40.75043869,-74.01725769,40.705150599999996,2.0,5.382911637987733,2015,3,1,6,10
19.5,-74.01706696,40.70892334,-73.97736359,40.7521019,1.0,5.851851212820932,2015,5,12,1,6
9.3,-73.983327,40.756615000000004,-73.99351800000001,40.733078000000006,1.0,2.754411518909995,2010,3,28,6,17
9.3,-73.966362,40.764536,-73.940889,40.805155,1.0,4.999945710195428,2010,4,23,4,23
4.9,-73.97782600000001,40.742259000000004,-73.983361,40.730162,1.0,1.4236727892058854,2011,8,22,0,10
6.5,-74.003652,40.749087,-73.986603,40.76919,1.0,2.6568391704571686,2011,12,9,4,13
32.83,-73.988649,40.731331,-73.87133299999999,40.774346,1.0,10.978655904319371,2014,2,8,5,19
10.0,-73.968232,40.759115,-73.98863,40.774205,1.0,2.4013413645287884,2014,11,9,6,14
3.7,-73.969985,40.760113,-73.97545,40.752717,5.0,0.9424573669142361,2009,8,2,6,14
5.3,-73.981649,40.732531,-73.992999,40.73581,1.0,1.0234698901962767,2010,6,20,6,16
12.5,-74.01464399999999,40.709526000000004,-73.99470600000001,40.750285,1.0,4.833558833476445,2013,9,21,5,4
6.0,-73.99616400000001,40.738115,-73.992245,40.750665000000005,1.0,1.434019445170949,2014,4,7,0,8
4.5,-73.90179,40.763985,-73.90179,40.763985,2.0,1.282051282051282,2010,6,1,1,8
18.0,-73.974277,40.759817,-74.005287,40.709012,2.0,6.224219722433734,2013,3,10,6,18
6.5,-73.99117199999999,40.774842,-73.98133299999999,40.768382,1.0,1.0965694873653224,2013,4,14,6,14
5.5,-73.983075,40.765502000000005,-73.990375,40.760791999999995,1.0,0.8076410455957096,2013,7,21,6,2
5.5,-74.005566,40.748342,-73.992888,40.74308,2.0,1.217801298362974,2014,9,29,0,7
4.5,-73.973555,40.789646999999995,-73.966062,40.794909999999994,1.0,0.8604511583148072,2014,10,15,2,21
7.7,-73.989451,40.726073,-74.014751,40.716153000000006,1.0,2.400564824883867,2009,1,30,4,6
5.7,-73.97568299999999,40.749213,-73.98820500000001,40.74926,1.0,1.0548455652019562,2010,1,13,2,22
6.1,-73.99608,40.738673999999996,-74.001021,40.752142,2.0,1.554344281052166,2012,4,8,6,9
8.0,-73.95982,40.77117,-73.973012,40.780252000000004,1.0,1.5012610903658032,2012,11,12,0,13
4.5,-73.986611,40.761651,-73.98177,40.768369,1.0,0.8510231612467036,2013,11,13,2,12
8.5,-73.952003,40.777671999999995,-73.965727,40.758677,1.0,2.4076842980125126,2014,3,16,6,19
10.9,-73.952055,40.766333,-73.982638,40.735493,1.0,4.289120419038979,2009,3,23,0,7
12.0,-73.990782,40.751458,-73.967999,40.762638,1.0,2.286463891140241,2014,9,1,0,11
10.0,-73.98942199999999,40.720705,-73.974587,40.737497,2.0,2.247001601600525,2014,10,18,5,17
9.5,-74.00469971,40.75203323,-73.9841156,40.75363541,1.0,1.7430062020127473,2015,2,21,5,18
6.5,-73.994062,40.751177,-73.98039200000001,40.7514,2.0,1.1517696615202517,2012,12,14,4,7
3.5,-73.979011,40.744289,-73.976814,40.747603000000005,1.0,0.41236773344709277,2013,1,27,6,5
12.0,-73.960987,40.773989,-73.990557,40.736734000000006,1.0,4.833677671510272,2013,8,8,3,23
4.5,-73.963888,40.7530303,-73.9642157,40.7551841,1.0,0.2410770863309897,2014,1,21,1,3
10.0,-73.984996,40.742111,-74.00115,40.733551,1.0,1.6608287653806035,2014,9,6,5,1
9.3,-73.98433,40.724990000000005,-73.983149,40.747515,1.0,2.506641500063699,2009,8,21,4,10
49.8,-73.988168,40.745863,-73.98817199999999,40.745870000000004,1.0,0.0008481747318637011,2012,2,5,6,11
4.9,-73.989038,40.758695,-73.977788,40.753895,1.0,1.0875583575623622,2012,8,30,3,20
4.5,-73.97194,40.749445,-73.978302,40.752607,6.0,0.6409531113414928,2013,2,8,4,18
10.0,-73.956213,40.781755,-73.97267,40.759502000000005,1.0,2.8360849807023385,2013,5,7,1,12
7.5,-74.006226,40.733164,-73.98895300000001,40.745176,1.0,1.9753055967082032,2014,5,12,0,20
14.5,-73.998358,40.728795,-73.973238,40.758783,1.0,3.9493612567145986,2011,4,26,1,16
28.5,-73.979793,40.760166999999996,-73.872618,40.774297,6.0,9.161533774037789,2012,5,23,2,14
11.7,-73.967017,40.761313,-73.975833,40.786378000000006,1.0,2.8842754441774354,2012,5,23,2,14
6.0,-73.984042,40.757657,-73.97119,40.761237,1.0,1.1533414428639093,2012,11,22,3,18
7.7,-73.990943,40.734183,-73.988132,40.759689,2.0,2.846006481185018,2009,6,29,0,23
12.9,-73.95955,40.76282,-73.95575699999999,40.806492,5.0,4.866593871812174,2012,8,18,5,14
9.3,-73.93745200000001,40.758122,-73.93745200000001,40.758122,1.0,4.3589743589743595,2012,7,24,1,8
5.0,-73.95145699999999,40.770037,-73.96000699999999,40.773562,6.0,0.8197712322794716,2014,1,23,3,10
6.0,-73.99250793,40.75344849,-74.00122833,40.76263809,1.0,1.2584249156686125,2015,5,3,6,9
3.3,-73.988646,40.743293,-73.991725,40.738575,1.0,0.5852462952828875,2009,11,10,1,14
10.9,-73.991057,40.750462,-74.008739,40.710764000000005,1.0,4.658880200476134,2010,12,17,4,22
6.9,-73.955963,40.779177000000004,-73.969125,40.76579,1.0,1.8558788788548837,2011,4,7,3,13
6.9,-74.004561,40.72123,-73.989716,40.722575,2.0,1.2599400416445299,2011,10,24,0,22
8.0,-73.986435,40.762137,-73.99024200000001,40.746373999999996,1.0,1.7818578396179525,2014,6,18,2,0
29.0,-74.00007629,40.76241684,-73.90179443,40.83600616,2.0,11.636064351256632,2015,2,8,6,20
12.1,-73.971448,40.756482,-74.006557,40.739737,1.0,3.494872994975081,2009,11,10,1,21
4.9,-73.99216700000001,40.740217,-73.995083,40.736802000000004,1.0,0.45227578330535767,2011,1,25,1,13
15.3,-73.973334,40.752454,-73.959944,40.798204,1.0,5.210619257623027,2012,4,20,4,15
11.5,-73.986072,40.766902,-73.96948,40.761334999999995,1.0,1.528342544479389,2013,12,28,5,20
12.1,-73.991037,40.745488,-74.014362,40.71419,1.0,3.996819911901377,2011,10,31,0,6
11.0,-73.96526337,40.76327133,-73.94940186,40.79613113,1.0,3.890272855085898,2015,2,22,6,14
4.9,-73.952843,40.791888,-73.954301,40.779001,1.0,1.4382170960298366,2009,12,30,2,19
5.3,-73.9722532,40.7703102,-73.9765106,40.7685053,1.0,0.4108780478536889,2010,3,27,5,19
7.5,-73.988543,40.769009999999994,-73.988543,40.769009999999994,2.0,3.205128205128205,2013,2,16,5,14
